NodeA,NodeB,Type
864,python,useLanguage
864,makefile,useLanguage
864,html,useLanguage
864,shell,useLanguage
864,groff,useLanguage
864,objective-c++,useLanguage
864,protocol buffer,useLanguage
864,java,useLanguage
864,objective-c,useLanguage
864,qmake,useLanguage
864,css,useLanguage
20972385,Java,useLanguage
20972385,java,useLanguage
866,Python,useLanguage
866,python,useLanguage
866,html,useLanguage
866,css,useLanguage
866,javascript,useLanguage
866,shell,useLanguage
866,nsis,useLanguage
866,makefile,useLanguage
866,batchfile,useLanguage
867,C++,useLanguage
867,c++,useLanguage
867,javascript,useLanguage
867,objective-c++,useLanguage
867,python,useLanguage
867,css,useLanguage
867,shell,useLanguage
872,JavaScript,useLanguage
872,javascript,useLanguage
872,css,useLanguage
882,Objective-C,useLanguage
882,objective-c,useLanguage
882,ruby,useLanguage
889,Objective-C,useLanguage
889,objective-c,useLanguage
889,shell,useLanguage
20185978,Java,useLanguage
897,JavaScript,useLanguage
897,javascript,useLanguage
897,html,useLanguage
897,java,useLanguage
897,css,useLanguage
897,php,useLanguage
897,batchfile,useLanguage
897,shell,useLanguage
900,PHP,useLanguage
900,php,useLanguage
900,smarty,useLanguage
900,javascript,useLanguage
900,css,useLanguage
900,html,useLanguage
900,shell,useLanguage
900,makefile,useLanguage
7603082,JavaScript,useLanguage
11535246,Groovy,useLanguage
11535246,groovy,useLanguage
11797396,CSS,useLanguage
11797396,css,useLanguage
916,JavaScript,useLanguage
916,javascript,useLanguage
916,php,useLanguage
916,html,useLanguage
916,css,useLanguage
916,apacheconf,useLanguage
10748827,C,useLanguage
924,Ruby,useLanguage
924,ruby,useLanguage
924,javascript,useLanguage
924,racket,useLanguage
1835935,Objective-C,useLanguage
1835935,objective-c,useLanguage
16778144,Java,useLanguage
16778144,java,useLanguage
931,JavaScript,useLanguage
9700261,JavaScript,useLanguage
9700261,javascript,useLanguage
934,Java,useLanguage
937,Java,useLanguage
937,java,useLanguage
937,groovy,useLanguage
937,css,useLanguage
937,html,useLanguage
937,shell,useLanguage
937,postscript,useLanguage
937,xslt,useLanguage
937,javascript,useLanguage
939,C#,useLanguage
939,c#,useLanguage
939,css,useLanguage
939,tcl,useLanguage
939,javascript,useLanguage
939,html,useLanguage
939,python,useLanguage
939,perl,useLanguage
939,shell,useLanguage
939,makefile,useLanguage
939,batchfile,useLanguage
939,asp,useLanguage
940,HTML,useLanguage
940,html,useLanguage
940,coffeescript,useLanguage
940,css,useLanguage
940,javascript,useLanguage
940,shell,useLanguage
940,ruby,useLanguage
13370285,Java,useLanguage
1835949,Objective-C,useLanguage
1835949,objective-c,useLanguage
42730412,Swift,useLanguage
12846006,Objective-C,useLanguage
12846006,objective-c,useLanguage
12846006,shell,useLanguage
12846006,ruby,useLanguage
12846006,c,useLanguage
955,CSS,useLanguage
955,css,useLanguage
12846012,CSS,useLanguage
12846012,css,useLanguage
12846012,html,useLanguage
960,JavaScript,useLanguage
960,javascript,useLanguage
960,html,useLanguage
960,css,useLanguage
961,Python,useLanguage
961,python,useLanguage
961,makefile,useLanguage
18351040,Java,useLanguage
966,Python,useLanguage
19661766,Haskell,useLanguage
977,JavaScript,useLanguage
982,JavaScript,useLanguage
982,javascript,useLanguage
982,c++,useLanguage
982,python,useLanguage
6816730,C#,useLanguage
6816730,c#,useLanguage
6816730,java,useLanguage
6816730,objective-c++,useLanguage
6816730,shell,useLanguage
6816730,c++,useLanguage
6816730,objective-c,useLanguage
6816730,makefile,useLanguage
986,C#,useLanguage
13632479,Java,useLanguage
993,JavaScript,useLanguage
993,javascript,useLanguage
993,html,useLanguage
993,shell,useLanguage
9176043,Objective-C,useLanguage
13370355,Objective-C,useLanguage
16253942,JavaScript,useLanguage
1017,JavaScript,useLanguage
263165,Python,useLanguage
263165,python,useLanguage
263165,html,useLanguage
1022,Objective-C,useLanguage
1022,objective-c,useLanguage
1022,ruby,useLanguage
5768192,JavaScript,useLanguage
5768192,javascript,useLanguage
5768192,erlang,useLanguage
5768192,html,useLanguage
3146758,Java,useLanguage
30409737,JavaScript,useLanguage
6554635,JavaScript,useLanguage
1036,Ruby,useLanguage
1036,ruby,useLanguage
1036,cucumber,useLanguage
1036,html,useLanguage
1036,css,useLanguage
1036,javascript,useLanguage
1036,apacheconf,useLanguage
1036,java,useLanguage
1036,asp,useLanguage
1036,php,useLanguage
1036,perl,useLanguage
1036,shell,useLanguage
1036,coffeescript,useLanguage
1036,liquid,useLanguage
1038,C++,useLanguage
1038,c++,useLanguage
1038,javascript,useLanguage
1038,c,useLanguage
1038,actionscript,useLanguage
1038,java,useLanguage
1038,css,useLanguage
1038,html,useLanguage
1038,objective-c,useLanguage
1038,qmake,useLanguage
1038,makefile,useLanguage
1038,digital command language,useLanguage
1038,shell,useLanguage
1041,Scala,useLanguage
7603220,Java,useLanguage
8913939,Python,useLanguage
8913939,python,useLanguage
8913939,shell,useLanguage
25166872,HTML,useLanguage
25166872,html,useLanguage
25166872,javascript,useLanguage
25166872,php,useLanguage
25166872,css,useLanguage
